STATION;VALID_FROM;VALID_TO;ISSUE_ID;ISSUE_RELEVANCY;ISSUE DESCRIPTION;TESTED;TESTER;INPUT1;INPUT2;STATUS;COMMENTS
IV.GUAR..EHN;2007-03-16;2007-08-09;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 4.85 s)
IV.GUAR..EHZ;2003-05-29;2007-03-16;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 4.85 s)
IV.GUAR..EHZ;2007-03-16;2007-08-09;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 4.85 s)
IV.GUAR..HHE;2023-02-16;2023-10-09;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;index 0 is out of bounds for axis 0 with size 0
IV.GUAR..HHE;2023-10-09;;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;index 0 is out of bounds for axis 0 with size 0
IV.GUAR..HHN;2023-02-16;2023-10-09;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;index 0 is out of bounds for axis 0 with size 0
IV.GUAR..HHN;2023-10-09;;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;index 0 is out of bounds for axis 0 with size 0
IV.GUAR..HHZ;2023-02-16;2023-10-09;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;index 0 is out of bounds for axis 0 with size 0
IV.GUAR..HHZ;2023-10-09;;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;index 0 is out of bounds for axis 0 with size 0
IV.GUAR..LHE;2023-10-09;;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;index 0 is out of bounds for axis 0 with size 0
IV.GUAR..LHN;2023-10-09;;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;index 0 is out of bounds for axis 0 with size 0
IV.GUAR..LHZ;2023-10-09;;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;index 0 is out of bounds for axis 0 with size 0
IV.HAGA..VHE;2022-05-17;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.HAGA..VHN;2022-05-17;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.HAGA..VHZ;2022-05-17;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.HCRL..BHE;2020-09-09;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 120.00 s
IV.HCRL..BHN;2020-09-09;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 120.00 s
IV.HCRL..BHZ;2020-09-09;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 120.00 s
IV.HCRL..HHE;2023-02-13;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 120.00 s
IV.HCRL..HHN;2023-02-13;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 120.00 s
IV.HCRL..HHZ;2023-02-13;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 120.00 s
IV.HCRL..LHE;2020-09-09;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 120.00 s
IV.HCRL..LHN;2020-09-09;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 120.00 s
IV.HCRL..LHZ;2020-09-09;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 120.00 s
IV.HCRL..VHE;2020-09-09;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 120.00 s
IV.HCRL..VHN;2020-09-09;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 120.00 s
IV.HCRL..VHZ;2020-09-09;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 120.00 s
IV.HLNI..VHE;2023-02-28;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.HLNI..VHN;2023-02-28;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.HLNI..VHZ;2023-02-28;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.HMDC..HHE;2023-04-14;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 40.00 s
IV.HMDC..HHN;2023-04-14;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 40.00 s
IV.HMDC..HHZ;2023-04-14;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 40.00 s
IV.HSRS..HHE;2023-05-02;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 120.00 s
IV.HSRS..HHN;2023-05-02;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 120.00 s
IV.HSRS..HHZ;2023-05-02;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 120.00 s
IV.HVIT..HHE;2023-03-06;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 120.00 s
IV.HVIT..HHN;2023-03-06;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 120.00 s
IV.HVIT..HHZ;2023-03-06;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 120.00 s
IV.HVZN..BHE;2023-03-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 40.00 s
IV.HVZN..BHN;2023-03-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 40.00 s
IV.HVZN..BHZ;2023-03-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 40.00 s
IV.HVZN..HHE;2023-03-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 40.00 s
IV.HVZN..HHN;2023-03-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 40.00 s
IV.HVZN..HHZ;2023-03-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 40.00 s
IV.HVZN..LHE;2023-03-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 119.80 s, table: 40.00 s
IV.HVZN..LHN;2023-03-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 119.80 s, table: 40.00 s
IV.HVZN..LHZ;2023-03-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 119.80 s, table: 40.00 s
IV.HVZN..VHE;2023-03-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 40.00 s
IV.HVZN..VHN;2023-03-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 40.00 s
IV.HVZN..VHZ;2023-03-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 40.00 s
IV.IACL..VHE;2023-05-02;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.IACL..VHN;2023-05-02;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.IACL..VHZ;2023-05-02;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.IFIL..VHE;2023-05-02;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.IFIL..VHN;2023-05-02;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.IFIL..VHZ;2023-05-02;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.ILOS..VHE;2023-10-20;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.ILOS..VHN;2023-10-20;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.ILOS..VHZ;2023-10-20;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.INTR..VHE;2016-02-05;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.INTR..VHN;2016-02-05;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.INTR..VHZ;2016-02-05;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.IOCA..HHE;2022-05-19;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 117.07 s, table: 60.00 s
IV.IOCA..HHN;2022-05-19;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 117.07 s, table: 60.00 s
IV.IOCA..HHZ;2022-05-19;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 117.07 s, table: 60.00 s
IV.IPSM..HHE;2018-07-02;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 190.02 s, table: 30.00 s
IV.IPSM..HHN;2018-07-02;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 190.02 s, table: 30.00 s
IV.IPSM..HHZ;2018-07-02;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 190.02 s, table: 30.00 s
IV.ISPIC..HHE;2023-05-05;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 5.00 s
IV.ISPIC..HHN;2023-05-05;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 5.00 s
IV.ISPIC..HHZ;2023-05-05;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 5.00 s
IV.IST3..HHE;2021-01-14;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 40.00 s
IV.IST3..HHN;2021-01-14;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 40.00 s
IV.IST3..HHZ;2021-01-14;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 40.00 s
IV.ISTR..VHE;2011-06-24;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.ISTR..VHN;2011-06-24;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.ISTR..VHZ;2011-06-24;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.IVLC..HHE;2018-09-05;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 190.02 s, table: 30.00 s
IV.IVLC..HHN;2018-09-05;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 190.02 s, table: 30.00 s
IV.IVLC..HHZ;2018-09-05;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 190.02 s, table: 30.00 s
IV.IVPL..VHE;2005-05-11;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.IVPL..VHN;2005-05-11;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.IVPL..VHZ;2005-05-11;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.IVUG..VHE;2007-04-13;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.IVUG..VHN;2007-04-13;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.IVUG..VHZ;2007-04-13;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.LATE..VHE;2017-06-07;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.LATE..VHN;2017-06-07;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.LATE..VHZ;2017-06-07;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.LAV9..VHE;2009-07-16;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.LAV9..VHN;2009-07-16;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.LAV9..VHZ;2009-07-16;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.LNSS..EHE;2004-05-14;2005-05-31;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 4.85 s)
IV.LNSS..EHE;2005-05-31;2005-06-16;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> B (sr: 50.0 Hz, corner period: 40.52 s)
IV.LNSS..EHN;2004-05-14;2005-05-31;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 4.85 s)
IV.LNSS..EHN;2005-05-31;2005-06-16;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> B (sr: 50.0 Hz, corner period: 40.52 s)
IV.LNSS..EHZ;2004-05-14;2005-05-31;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 4.85 s)
IV.LNSS..EHZ;2005-05-31;2005-06-16;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> B (sr: 50.0 Hz, corner period: 40.52 s)
IV.LNSS..VHE;2009-04-07;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.LNSS..VHN;2009-04-07;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.LNSS..VHZ;2009-04-07;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.LPEL..VHE;2008-04-11;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.LPEL..VHN;2008-04-11;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.LPEL..VHZ;2008-04-11;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.LTRZ..EHE;2003-03-01;2004-04-21;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 4.85 s)
IV.LTRZ..EHE;2004-04-21;2007-07-04;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 4.85 s)
IV.LTRZ..EHN;2003-03-01;2004-04-21;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 4.85 s)
IV.LTRZ..EHN;2004-04-21;2007-07-04;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 4.85 s)
IV.LTRZ..EHZ;2003-03-01;2004-04-21;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 4.85 s)
IV.LTRZ..EHZ;2004-04-21;2007-07-04;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 4.85 s)
IV.LTRZ..HHE;2023-10-30;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 20.29 s, table: 5.00 s
IV.LTRZ..HHN;2023-10-30;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 20.29 s, table: 5.00 s
IV.LTRZ..HHZ;2023-10-30;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 20.29 s, table: 5.00 s
IV.MABI..VHE;2017-07-11;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MABI..VHN;2017-07-11;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MABI..VHZ;2017-07-11;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MCEL..VHE;2006-08-07;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MCEL..VHN;2006-08-07;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MCEL..VHZ;2006-08-07;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MCRV..VHE;2024-03-05;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MCRV..VHN;2024-03-05;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MCRV..VHZ;2024-03-05;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MCT..EHE;2007-11-27;2007-12-17;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 4.85 s)
IV.MCT..EHN;2007-11-27;2007-12-17;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 4.85 s)
IV.MCT..EHZ;2005-11-21;2005-12-13;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 1.01 s)
IV.MCT..EHZ;2007-11-27;2007-12-17;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 4.85 s)
IV.MDI..VHE;2013-06-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MDI..VHN;2013-06-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MDI..VHZ;2013-06-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MELA..VHE;2008-04-23;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MELA..VHN;2008-04-23;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MELA..VHZ;2008-04-23;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MESG..VHE;2009-05-27;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MESG..VHN;2009-05-27;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MESG..VHZ;2009-05-27;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MFNL..HHE;2017-10-26;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 30.00 s
IV.MFNL..HHN;2017-10-26;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 30.00 s
IV.MFNL..HHZ;2017-10-26;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 758.23 s, table: 30.00 s
IV.MGAB..VHE;2020-06-30;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MGAB..VHN;2020-06-30;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MGAB..VHZ;2020-06-30;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MGR..EHE;2003-03-01;2004-05-24;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 4.85 s)
IV.MGR..EHE;2004-05-24;2006-04-04;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 4.85 s)
IV.MGR..EHN;2003-03-01;2004-05-24;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 4.85 s)
IV.MGR..EHN;2004-05-24;2006-04-04;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 4.85 s)
IV.MGR..EHZ;2003-03-01;2004-05-24;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 4.85 s)
IV.MGR..EHZ;2004-05-24;2006-04-04;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> S (sr: 50.0 Hz, corner period: 4.85 s)
IV.MGR..VHE;2011-03-29;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MGR..VHN;2011-03-29;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MGR..VHZ;2011-03-29;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
IV.MIDA..HHE;2023-09-07;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 40.00 s
IV.MIDA..HHN;2023-09-07;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 40.00 s
IV.MIDA..HHZ;2023-09-07;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 40.00 s
